Accession,Organism_Name,GenBank_RefSeq,Assembly,Nucleotide,SRA_Accession,Submitters,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Genotype,Segment,Publications,Protein,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date,BioSample,BioProject,GenBank_Title
ANI85776,Porcine epidemic diarrhea virus,GenBank,set:KU982974,KU982974,,"Freeman,M.",2016-06-11,,Porcine epidemic diarrhea virus,Alphacoronavirus,Coronaviridae,ssRNA(+),1386,,,,spike protein,USA: Minnesota,USA,MN,Sus scrofa,feces,2015-10-06,,,spike protein [Porcine epidemic diarrhea virus]
ANI85782,Porcine epidemic diarrhea virus,GenBank,set:KU982975,KU982975,,"Freeman,M.",2016-06-11,,Porcine epidemic diarrhea virus,Alphacoronavirus,Coronaviridae,ssRNA(+),1386,,,,spike protein,USA: Missouri,USA,MO,Sus scrofa,,2015-10-26,,,spike protein [Porcine epidemic diarrhea virus]
ANI85788,Porcine epidemic diarrhea virus,GenBank,set:KU982976,KU982976,,"Freeman,M.",2016-06-11,,Porcine epidemic diarrhea virus,Alphacoronavirus,Coronaviridae,ssRNA(+),1386,,,,spike protein,USA: Texas,USA,TX,Sus scrofa,feces,2015-10-22,,,spike protein [Porcine epidemic diarrhea virus]
ANI85794,Porcine epidemic diarrhea virus,GenBank,set:KU982977,KU982977,,"Freeman,M.",2016-06-11,,Porcine epidemic diarrhea virus,Alphacoronavirus,Coronaviridae,ssRNA(+),1386,,,,spike protein,USA: Texas,USA,TX,Sus scrofa,feces,2015-11-05,,,spike protein [Porcine epidemic diarrhea virus]
ANI85800,Porcine epidemic diarrhea virus,GenBank,set:KU982978,KU982978,,"Freeman,M.",2016-06-11,,Porcine epidemic diarrhea virus,Alphacoronavirus,Coronaviridae,ssRNA(+),1386,,,,spike protein,USA: Nebraska,USA,NE,Sus scrofa,feces,2015-12-04,,,spike protein [Porcine epidemic diarrhea virus]
ANI85806,Porcine epidemic diarrhea virus,GenBank,set:KU982979,KU982979,,"Freeman,M.",2016-06-11,,Porcine epidemic diarrhea virus,Alphacoronavirus,Coronaviridae,ssRNA(+),1386,,,,spike protein,USA: Minnesota,USA,MN,Sus scrofa,,2015-11-04,,,spike protein [Porcine epidemic diarrhea virus]
ANI85812,Porcine epidemic diarrhea virus,GenBank,set:KU982980,KU982980,,"Freeman,M.",2016-06-11,,Porcine epidemic diarrhea virus,Alphacoronavirus,Coronaviridae,ssRNA(+),1386,,,,spike protein,USA: Minnesota,USA,MN,Sus scrofa,,2015-10-20,,,spike protein [Porcine epidemic diarrhea virus]
ANI85818,Porcine epidemic diarrhea virus,GenBank,set:KU982981,KU982981,,"Freeman,M.",2016-06-11,,Porcine epidemic diarrhea virus,Alphacoronavirus,Coronaviridae,ssRNA(+),1386,,,,spike protein,USA: Minnesota,USA,MN,Sus scrofa,feces,2015-10-19,,,spike protein [Porcine epidemic diarrhea virus]
ANI85825,Porcine deltacoronavirus,GenBank,set:KX022602,KX022602,,"Freeman,M.",2016-06-11,,Coronavirus HKU15,Deltacoronavirus,Coronaviridae,ssRNA(+),1160,,,,spike protein,USA: Iowa,USA,IA,Sus scrofa,feces,2015-10-15,,,spike protein [Porcine deltacoronavirus]
ANI85832,Porcine deltacoronavirus,GenBank,set:KX022603,KX022603,,"Freeman,M.",2016-06-11,,Coronavirus HKU15,Deltacoronavirus,Coronaviridae,ssRNA(+),1160,,,,spike protein,USA: Minnesota,USA,MN,Sus scrofa,feces,2015-12-18,,,spike protein [Porcine deltacoronavirus]
ANI85839,Porcine deltacoronavirus,GenBank,set:KX022604,KX022604,,"Freeman,M.",2016-06-11,,Coronavirus HKU15,Deltacoronavirus,Coronaviridae,ssRNA(+),1160,,,,spike protein,USA: Nebraska,USA,NE,Sus scrofa,feces,2015-11-27,,,spike protein [Porcine deltacoronavirus]
ANI85846,Porcine deltacoronavirus,GenBank,set:KX022605,KX022605,,"Freeman,M.",2016-06-11,,Coronavirus HKU15,Deltacoronavirus,Coronaviridae,ssRNA(+),1160,,,,spike protein,USA: Nebraska,USA,NE,Sus scrofa,feces,2015-12-21,,,spike protein [Porcine deltacoronavirus]
ANI87711,Infectious bronchitis virus,GenBank,set:KU317090,KU317090,,"Wu,X., Yang,X., Xu,P., Zhou,L., Zhang,Z., Wang,H., Wang,H.N., Xu,P.W.",2016-06-11,,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1165,,,1,spike protein,China,China,,Gallus gallus,,2011,,,spike protein [Infectious bronchitis virus]
ANJ04717,Betacoronavirus 1,GenBank,set:KU558922,KU558922,,"Lau,S.K., Tsang,A.K., Shakeel Ahmed,S., Mahbub Alam,M., Ahmed,Z., Wong,P.C., Yuen,K.Y., Woo,P.C., Lau,S.K.P., Tsang,A.K.L., Ahmed,S.S., Wong,P.-C., Yuen,K.-Y., Woo,P.C.Y.",2016-06-09,Buffalo coronavirus B1-24F,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),1363,,,1,spike protein,Bangladesh,Bangladesh,,Bubalus bubalis,,2014-10-01,,,spike protein [Betacoronavirus 1]
ANJ04728,Betacoronavirus 1,GenBank,set:KU558923,KU558923,,"Lau,S.K., Tsang,A.K., Shakeel Ahmed,S., Mahbub Alam,M., Ahmed,Z., Wong,P.C., Yuen,K.Y., Woo,P.C., Lau,S.K.P., Tsang,A.K.L., Ahmed,S.S., Wong,P.-C., Yuen,K.-Y., Woo,P.C.Y.",2016-06-09,Buffalo coronavirus B1-28F,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),1363,,,1,spike protein,Bangladesh,Bangladesh,,Bubalus bubalis,,2014-10-01,,,spike protein [Betacoronavirus 1]
ANI21149,Infectious bronchitis virus,GenBank,set:KU356856,KU356856,,"Chen,J.H., Xia,J., Yao,K.C., He,X., Huang,Y.",2016-06-07,,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1165,,,,spike protein,China,China,,Gallus gallus,,2014-09,,,spike protein [Infectious bronchitis virus]
AKG92640,Ferret coronavirus,GenBank,set:KM347965,KM347965,,"Stalin Raj,V., Provacia,L.B.V., Smits,S.L., Osterhaus,A.D.M.E., Haagmans,B.L.",2016-06-02,FRCoV-NL-2010,Ferret coronavirus,Alphacoronavirus,Coronaviridae,ssRNA(+),1438,,,,spike protein,Netherlands,Netherlands,,Mustela putorius,,2010,,,spike protein [Ferret coronavirus]
AND76936,Porcine epidemic diarrhea virus,GenBank,set:KX064280,KX064280,,"Gao,X., Li,J., Li,D., Xu,F., Zhao,J., Gai,X., Guo,X., Han,J., Zhou,L., Yang,H.",2016-05-16,SD2014,Porcine epidemic diarrhea virus,Alphacoronavirus,Coronaviridae,ssRNA(+),1386,,,,spike protein,China,China,,Sus scrofa,feces,2014-10-20,,,spike protein [Porcine epidemic diarrhea virus]
ANC68207,Porcine epidemic diarrhea virus,GenBank,set:KU252649,KU252649,,"Lin,H., Chen,L., Gao,L., Yuan,X., Ma,Z., Fan,H.",2016-05-10,,Porcine epidemic diarrhea virus,Alphacoronavirus,Coronaviridae,ssRNA(+),1386,,,1,spike protein,China,China,,Sus scrofa,,2014-05-08,,,spike protein [Porcine epidemic diarrhea virus]
ANC28645,Middle East respiratory syndrome-related coronavirus,GenBank,set:KX034094,KX034094,,"Park,D., Huh,H.J., Kim,Y.J., Son,D.-S., Jeon,H.-J., Im,E.-H., Kim,J.-W., Lee,N.Y., Kang,E.-S., Chung,D.R., Choi,S.S., Ahn,J.-H., Peck,K.R., Ki,C.-S., Park,W.-Y.",2016-05-08,MERS-CoV/KOR/Seoul/050-1-2015,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),1353,,,,spike protein,South Korea,South Korea,,Homo sapiens,"lung, oronasopharynx",2015-06-11,,,spike protein [Middle East respiratory syndrome-related coronavirus]
ANC28656,Middle East respiratory syndrome-related coronavirus,GenBank,set:KX034095,KX034095,,"Park,D., Huh,H.J., Kim,Y.J., Son,D.-S., Jeon,H.-J., Im,E.-H., Kim,J.-W., Lee,N.Y., Kang,E.-S., Chung,D.R., Choi,S.S., Ahn,J.-H., Peck,K.R., Ki,C.-S., Park,W.-Y.",2016-05-08,MERS-CoV/KOR/Seoul/066-2015,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),1353,,,,spike protein,South Korea,South Korea,,Homo sapiens,"lung, oronasopharynx",2015-06-04,,,spike protein [Middle East respiratory syndrome-related coronavirus]
ANC28667,Middle East respiratory syndrome-related coronavirus,GenBank,set:KX034096,KX034096,,"Park,D., Huh,H.J., Kim,Y.J., Son,D.-S., Jeon,H.-J., Im,E.-H., Kim,J.-W., Lee,N.Y., Kang,E.-S., Chung,D.R., Choi,S.S., Ahn,J.-H., Peck,K.R., Ki,C.-S., Park,W.-Y.",2016-05-08,MERS-CoV/KOR/Seoul/077-2-2015,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),1353,,,,spike protein,South Korea,South Korea,,Homo sapiens,lung,2015-06-17,,,spike protein [Middle East respiratory syndrome-related coronavirus]
ANC28678,Middle East respiratory syndrome-related coronavirus,GenBank,set:KX034097,KX034097,,"Park,D., Huh,H.J., Kim,Y.J., Son,D.-S., Jeon,H.-J., Im,E.-H., Kim,J.-W., Lee,N.Y., Kang,E.-S., Chung,D.R., Choi,S.S., Ahn,J.-H., Peck,K.R., Ki,C.-S., Park,W.-Y.",2016-05-08,MERS-CoV/KOR/Seoul/080-3-2015,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),1353,,,,spike protein,South Korea,South Korea,,Homo sapiens,"lung, oronasopharynx",2015-06-17,,,spike protein [Middle East respiratory syndrome-related coronavirus]
ANC28689,Middle East respiratory syndrome-related coronavirus,GenBank,set:KX034098,KX034098,,"Park,D., Huh,H.J., Kim,Y.J., Son,D.-S., Jeon,H.-J., Im,E.-H., Kim,J.-W., Lee,N.Y., Kang,E.-S., Chung,D.R., Choi,S.S., Ahn,J.-H., Peck,K.R., Ki,C.-S., Park,W.-Y.",2016-05-08,MERS-CoV/KOR/Seoul/162-1-2015,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),1353,,,,spike protein,South Korea,South Korea,,Homo sapiens,lung,2015-06-22,,,spike protein [Middle East respiratory syndrome-related coronavirus]
ANC28700,Middle East respiratory syndrome-related coronavirus,GenBank,set:KX034099,KX034099,,"Park,D., Huh,H.J., Kim,Y.J., Son,D.-S., Jeon,H.-J., Im,E.-H., Kim,J.-W., Lee,N.Y., Kang,E.-S., Chung,D.R., Choi,S.S., Ahn,J.-H., Peck,K.R., Ki,C.-S., Park,W.-Y.",2016-05-08,MERS-CoV/KOR/Seoul/169-2015,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),1353,,,,spike protein,South Korea,South Korea,,Homo sapiens,"lung, oronasopharynx",2015-06-26,,,spike protein [Middle East respiratory syndrome-related coronavirus]
ANC28711,Middle East respiratory syndrome-related coronavirus,GenBank,set:KX034100,KX034100,,"Park,D., Huh,H.J., Kim,Y.J., Son,D.-S., Jeon,H.-J., Im,E.-H., Kim,J.-W., Lee,N.Y., Kang,E.-S., Chung,D.R., Choi,S.S., Ahn,J.-H., Peck,K.R., Ki,C.-S., Park,W.-Y.",2016-05-08,MERS-CoV/KOR/Seoul/177-3-2015,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),1353,,,,spike protein,South Korea,South Korea,,Homo sapiens,lung,2015-07-03,,,spike protein [Middle East respiratory syndrome-related coronavirus]
ANA96027,Sarbecovirus sp.,GenBank,set:KU182964,KU182964,,"Xu,L., Zhang,F., Yang,W., Jiang,T., Lu,G., He,B., Li,X., Hu,T., Chen,G., Feng,Y., Zhang,Y., Fan,Q., Feng,J., Zhang,H., Tu,C.",2016-04-28,JTMC15,Sarbecovirus sp.,Betacoronavirus,Coronaviridae,ssRNA(+),1236,,,1,spike protein,China,China,,Rhinolophus ferrumequinum,abdominal cavity,2013-08,,,spike protein [Sarbecovirus sp.]
ANA96039,Bat coronavirus,GenBank,set:KU182965,KU182965,,"Xu,L., Zhang,F., Yang,W., Jiang,T., Lu,G., He,B., Li,X., Hu,T., Chen,G., Feng,Y., Zhang,Y., Fan,Q., Feng,J., Zhang,H., Tu,C.",2016-04-28,JPDB144,Bat coronavirus,,Coronaviridae,ssRNA(+),1352,,,1,spike protein,China,China,,Myotis daubentonii,abdominal cavity,2012-12,,,spike protein [Bat coronavirus]
AMZ01557,Porcine epidemic diarrhea virus,GenBank,set:KU646831,KU646831,,"Li,B., Fan,B., Guo,R., Yu,Z., Xu,X., Zhang,B., Pang,F., He,K.",2016-04-24,AH2012/12,Porcine epidemic diarrhea virus,Alphacoronavirus,Coronaviridae,ssRNA(+),1385,,,,spike protein,China,China,,Sus scrofa,,2012,,,spike protein [Porcine epidemic diarrhea virus]
AMW88197,Porcine deltacoronavirus,GenBank,set:KU984334,KU984334,,"Madapong,A., Saeng-Chuto,K., Lorsirigool,A., Temeeyasen,G., Srijangwad,A., Tripipat,T., Wegner,M., Nilubol,D.",2016-04-12,TT_1115,Coronavirus HKU15,Deltacoronavirus,Coronaviridae,ssRNA(+),1159,,,1,spike glycoprotein,Thailand,Thailand,,Sus scrofa,"feces, abdominal cavity",2015-11,,,spike glycoprotein [Porcine deltacoronavirus]
AMR59401,Porcine epidemic diarrhea virus,GenBank,set:KU380331,KU380331,,"Zhang,Y.",2016-03-29,CH-SD01,Porcine epidemic diarrhea virus,Alphacoronavirus,Coronaviridae,ssRNA(+),1385,,,,spike protein,China,China,,Sus scrofa,,2015-05-01,,,spike protein [Porcine epidemic diarrhea virus]
AMR60480,Infectious bronchitis virus,GenBank,set:KT946798,KT946798,,"Feng,K., Wang,F., Xue,Y., Chen,F., Bi,Y., Xie,Q.",2016-03-29,,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1156,,,,spike glycoprotein,China,China,,Gallus gallus,,2014-01-01,,,spike glycoprotein [Infectious bronchitis virus]
AMO03292,Infectious bronchitis virus,GenBank,set:KT886454,KT886454,,"Domanska-Blicharz,K., Lisowska,A., Sajewicz-Krukowska,J.",2016-03-12,gammaCoV/Ck/Poland/74/2009,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1165,,,,spike protein,Poland,Poland,,Gallus gallus,,2009,,,spike protein [Infectious bronchitis virus]
AMN88686,Human coronavirus HKU1,GenBank,set:KT779555,KT779555,,"Zhu,N., Wang,Y., Lu,R., Zhao,Y., Xie,Z., Tan,W.",2016-03-09,BJ01-p3,Human coronavirus HKU1,Betacoronavirus,Coronaviridae,ssRNA(+),1356,,,,spike glycoprotein,China,China,,Homo sapiens,oronasopharynx,2009-04-23,,,spike glycoprotein [Human coronavirus HKU1]
AMN88694,Human coronavirus HKU1,GenBank,set:KT779556,KT779556,,"Zhu,N., Wang,Y., Lu,R., Zhao,Y., Xie,Z., Tan,W.",2016-03-09,BJ01-p9,Human coronavirus HKU1,Betacoronavirus,Coronaviridae,ssRNA(+),1356,,,,spike glycoprotein,China,China,,Homo sapiens,oronasopharynx,2009-04-23,,,spike glycoprotein [Human coronavirus HKU1]
AMN91621,Porcine deltacoronavirus,GenBank,set:KU051641,KU051641,,"Janetanakit,T., Lumyai,M., Bunpapong,N., Boonyapisitsopa,S., Chaiyawong,S., Nonthabenjawan,N., Kesdaengsakonwut,S., Amonsin,A.",2016-03-09,,Coronavirus HKU15,Deltacoronavirus,Coronaviridae,ssRNA(+),1160,,,1,spike glycoprotein,Thailand,Thailand,,Sus scrofa,abdominal cavity,2015-06-10,,,spike glycoprotein [Porcine deltacoronavirus]
AMN91670,Porcine deltacoronavirus,GenBank,set:KU051649,KU051649,,"Janetanakit,T., Lumyai,M., Bunpapong,N., Boonyapisitsopa,S., Chaiyawong,S., Nonthabenjawan,N., Kesdaengsakonwut,S., Amonsin,A.",2016-03-09,,Coronavirus HKU15,Deltacoronavirus,Coronaviridae,ssRNA(+),1160,,,1,spike glycoprotein,Thailand,Thailand,,Sus scrofa,lymph,2015-06-30,,,spike glycoprotein [Porcine deltacoronavirus]
AML40604,Porcine deltacoronavirus,GenBank,set:KR150443,KR150443,,"Marthaler,D., Holzer,K., Jarvis,M.C.",2016-02-29,,Coronavirus HKU15,Deltacoronavirus,Coronaviridae,ssRNA(+),1160,,,,spike protein,USA: Arkansas,USA,AR,Sus scrofa,,2015-03-24,,,spike protein [Porcine deltacoronavirus]
AML40776,Porcine deltacoronavirus,GenBank,set:KR265847,KR265847,,"Homwong,N., Jarvis,M.C., Lam,H.C., Rovira,A., Nelson,M.I., Marthaler,D., Raymond,L., Holzer,K.",2016-02-29,,Coronavirus HKU15,Deltacoronavirus,Coronaviridae,ssRNA(+),1160,,,,spike protein,USA: Minnesota,USA,MN,Sus scrofa,,2014-03-06,,,spike protein [Porcine deltacoronavirus]
AML40783,Porcine deltacoronavirus,GenBank,set:KR265848,KR265848,,"Homwong,N., Jarvis,M.C., Lam,H.C., Rovira,A., Nelson,M.I., Marthaler,D., Raymond,L., Holzer,K.",2016-02-29,,Coronavirus HKU15,Deltacoronavirus,Coronaviridae,ssRNA(+),1160,,,,spike protein,USA: Minnesota,USA,MN,Sus scrofa,,2014-03-14,,,spike protein [Porcine deltacoronavirus]
AML40790,Porcine deltacoronavirus,GenBank,set:KR265849,KR265849,,"Homwong,N., Jarvis,M.C., Lam,H.C., Rovira,A., Nelson,M.I., Marthaler,D., Raymond,L., Holzer,K.",2016-02-29,,Coronavirus HKU15,Deltacoronavirus,Coronaviridae,ssRNA(+),1160,,,,spike protein,USA: Michigan,USA,MI,Sus scrofa,,2014-04-02,,,spike protein [Porcine deltacoronavirus]
AML40797,Porcine deltacoronavirus,GenBank,set:KR265850,KR265850,,"Homwong,N., Jarvis,M.C., Lam,H.C., Rovira,A., Nelson,M.I., Marthaler,D., Raymond,L., Holzer,K.",2016-02-29,,Coronavirus HKU15,Deltacoronavirus,Coronaviridae,ssRNA(+),1160,,,,spike protein,USA: Michigan,USA,MI,Sus scrofa,,2014-04-02,,,spike protein [Porcine deltacoronavirus]
AML40804,Porcine deltacoronavirus,GenBank,set:KR265851,KR265851,,"Homwong,N., Jarvis,M.C., Lam,H.C., Rovira,A., Nelson,M.I., Marthaler,D., Raymond,L., Holzer,K.",2016-02-29,,Coronavirus HKU15,Deltacoronavirus,Coronaviridae,ssRNA(+),1160,,,,spike protein,USA: Indiana,USA,IN,Sus scrofa,,2014-05-13,,,spike protein [Porcine deltacoronavirus]
AML40811,Porcine deltacoronavirus,GenBank,set:KR265852,KR265852,,"Homwong,N., Jarvis,M.C., Lam,H.C., Rovira,A., Nelson,M.I., Marthaler,D., Raymond,L., Holzer,K.",2016-02-29,,Coronavirus HKU15,Deltacoronavirus,Coronaviridae,ssRNA(+),1160,,,,spike protein,USA: Illinois,USA,IL,Sus scrofa,,2014-04-21,,,spike protein [Porcine deltacoronavirus]
AML40818,Porcine deltacoronavirus,GenBank,set:KR265853,KR265853,,"Homwong,N., Jarvis,M.C., Lam,H.C., Rovira,A., Nelson,M.I., Marthaler,D., Raymond,L., Holzer,K.",2016-02-29,,Coronavirus HKU15,Deltacoronavirus,Coronaviridae,ssRNA(+),1160,,,,spike protein,USA: Minnesota,USA,MN,Sus scrofa,,2013-10-14,,,spike protein [Porcine deltacoronavirus]
AML40825,Porcine deltacoronavirus,GenBank,set:KR265854,KR265854,,"Homwong,N., Jarvis,M.C., Lam,H.C., Rovira,A., Nelson,M.I., Marthaler,D., Raymond,L., Holzer,K.",2016-02-29,,Coronavirus HKU15,Deltacoronavirus,Coronaviridae,ssRNA(+),1160,,,,spike protein,USA: Minnesota,USA,MN,Sus scrofa,,2014-05-21,,,spike protein [Porcine deltacoronavirus]
AML40832,Porcine deltacoronavirus,GenBank,set:KR265855,KR265855,,"Homwong,N., Jarvis,M.C., Lam,H.C., Rovira,A., Nelson,M.I., Marthaler,D., Raymond,L., Holzer,K.",2016-02-29,,Coronavirus HKU15,Deltacoronavirus,Coronaviridae,ssRNA(+),1160,,,,spike protein,USA: Minnesota,USA,MN,Sus scrofa,,2014-05-21,,,spike protein [Porcine deltacoronavirus]
AML40839,Porcine deltacoronavirus,GenBank,set:KR265856,KR265856,,"Homwong,N., Jarvis,M.C., Lam,H.C., Rovira,A., Nelson,M.I., Marthaler,D., Raymond,L., Holzer,K.",2016-02-29,,Coronavirus HKU15,Deltacoronavirus,Coronaviridae,ssRNA(+),1160,,,,spike protein,USA: Illinois,USA,IL,Sus scrofa,,2014-02-23,,,spike protein [Porcine deltacoronavirus]
AML40846,Porcine deltacoronavirus,GenBank,set:KR265857,KR265857,,"Homwong,N., Jarvis,M.C., Lam,H.C., Rovira,A., Nelson,M.I., Marthaler,D., Raymond,L., Holzer,K.",2016-02-29,,Coronavirus HKU15,Deltacoronavirus,Coronaviridae,ssRNA(+),1160,,,,spike protein,USA: Illinois,USA,IL,Sus scrofa,,2014-02-23,,,spike protein [Porcine deltacoronavirus]
AML40853,Porcine deltacoronavirus,GenBank,set:KR265858,KR265858,,"Homwong,N., Jarvis,M.C., Lam,H.C., Rovira,A., Nelson,M.I., Marthaler,D., Raymond,L., Holzer,K.",2016-02-29,,Coronavirus HKU15,Deltacoronavirus,Coronaviridae,ssRNA(+),1160,,,,spike protein,USA: North Carolina,USA,NC,Sus scrofa,,2014-05-06,,,spike protein [Porcine deltacoronavirus]
AML40860,Porcine deltacoronavirus,GenBank,set:KR265859,KR265859,,"Homwong,N., Jarvis,M.C., Lam,H.C., Rovira,A., Nelson,M.I., Marthaler,D., Raymond,L., Holzer,K.",2016-02-29,,Coronavirus HKU15,Deltacoronavirus,Coronaviridae,ssRNA(+),1160,,,,spike protein,USA: Minnesota,USA,MN,Sus scrofa,,2014-02-11,,,spike protein [Porcine deltacoronavirus]
AML40867,Porcine deltacoronavirus,GenBank,set:KR265860,KR265860,,"Homwong,N., Jarvis,M.C., Lam,H.C., Rovira,A., Nelson,M.I., Marthaler,D., Raymond,L., Holzer,K.",2016-02-29,,Coronavirus HKU15,Deltacoronavirus,Coronaviridae,ssRNA(+),1160,,,,spike protein,USA: Nebraska,USA,NE,Sus scrofa,,2014-02-05,,,spike protein [Porcine deltacoronavirus]
AML40874,Porcine deltacoronavirus,GenBank,set:KR265861,KR265861,,"Homwong,N., Jarvis,M.C., Lam,H.C., Rovira,A., Nelson,M.I., Marthaler,D., Raymond,L., Holzer,K.",2016-02-29,,Coronavirus HKU15,Deltacoronavirus,Coronaviridae,ssRNA(+),1160,,,,spike protein,USA: Nebraska,USA,NE,Sus scrofa,,2014-02-05,,,spike protein [Porcine deltacoronavirus]
AML40881,Porcine deltacoronavirus,GenBank,set:KR265862,KR265862,,"Homwong,N., Jarvis,M.C., Lam,H.C., Rovira,A., Nelson,M.I., Marthaler,D., Raymond,L., Holzer,K.",2016-02-29,,Coronavirus HKU15,Deltacoronavirus,Coronaviridae,ssRNA(+),1160,,,,spike protein,USA: Ohio,USA,OH,Sus scrofa,,2014-03-26,,,spike protein [Porcine deltacoronavirus]
AML40888,Porcine deltacoronavirus,GenBank,set:KR265863,KR265863,,"Homwong,N., Jarvis,M.C., Lam,H.C., Rovira,A., Nelson,M.I., Marthaler,D., Raymond,L., Holzer,K.",2016-02-29,,Coronavirus HKU15,Deltacoronavirus,Coronaviridae,ssRNA(+),1160,,,,spike protein,USA: Ohio,USA,OH,Sus scrofa,,2014-03-27,,,spike protein [Porcine deltacoronavirus]
AML40895,Porcine deltacoronavirus,GenBank,set:KR265864,KR265864,,"Homwong,N., Jarvis,M.C., Lam,H.C., Rovira,A., Nelson,M.I., Marthaler,D., Raymond,L., Holzer,K.",2016-02-29,,Coronavirus HKU15,Deltacoronavirus,Coronaviridae,ssRNA(+),1160,,,,spike protein,USA: Minnesota,USA,MN,Sus scrofa,,2014-03-14,,,spike protein [Porcine deltacoronavirus]
AML40902,Porcine deltacoronavirus,GenBank,set:KR265865,KR265865,,"Homwong,N., Jarvis,M.C., Lam,H.C., Rovira,A., Nelson,M.I., Marthaler,D., Raymond,L., Holzer,K.",2016-02-29,,Coronavirus HKU15,Deltacoronavirus,Coronaviridae,ssRNA(+),1160,,,,spike protein,USA: Iowa,USA,IA,Sus scrofa,,2014-06-05,,,spike protein [Porcine deltacoronavirus]
AML22777,Transmissible gastroenteritis virus,GenBank,set:KU729220,KU729220,,"Qin,Y., Wang,L., Li,Y., Tang,L., Liu,M., Qiao,X., Cui,W., Jiang,Y., Xu,Y.",2016-02-28,,Alphacoronavirus 1,Alphacoronavirus,Coronaviridae,ssRNA(+),1447,,,,spike protein,"China: pig farm, suburb of Haerbin, Heilongjiang province",China,,Sus scrofa,,1998-02-10,,,spike protein [Transmissible gastroenteritis virus]
AMK51938,Infectious bronchitis virus,GenBank,set:KT736031,KT736031,,"Gao,M., Zhao,W., Wang,Q., Chen,Y., Han,Z., Liu,S.",2016-02-27,ck/CH/LDL/150434-I,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1162,,,,spike protein,China,China,,Gallus gallus,,2015-04,,,spike protein [Infectious bronchitis virus]
AMK51948,Infectious bronchitis virus,GenBank,set:KT736032,KT736032,,"Gao,M., Zhao,W., Wang,Q., Chen,Y., Han,Z., Liu,S.",2016-02-27,ckCHLDL150434-II,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1165,,,,spike protein,China,China,,Gallus gallus,,2015-04,,,spike protein [Infectious bronchitis virus]
AMH39305,Infectious bronchitis virus,GenBank,set:KR608272,KR608272,,"Han,Z., Zhang,T., Xu,Q., Gao,M., Chen,Y., Wang,Q., Zhao,Y., Shao,Y., Li,H., Kong,X., Liu,S.",2016-02-16,LDT3-A,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1165,,,1,spike protein,China,China,,Gallus gallus,,,,,spike protein [Infectious bronchitis virus]
AMD40263,Infectious bronchitis virus,GenBank,set:KT852992,KT852992,,"Han,Z., Zhang,T., Xu,Q., Gao,M., Chen,Y., Wang,Q., Zhao,Y., Shao,Y., Li,H., Kong,X., Liu,S., Zhao,W.",2016-02-10,tl/CH/LDT3/03,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1165,,,1,spike protein,China,China,,Gallus gallus,,2015,,,spike protein [Infectious bronchitis virus]
